loan_approved,predicted_loan_approved,predicted_probability,derived_race,derived_ethnicity,derived_sex
0,0,0.4992527765257425,White,Not Hispanic or Latino,Male
0,0,0.4242478354609216,White,Not Hispanic or Latino,Joint
0,0,0.4048670446207953,White,Not Hispanic or Latino,Joint
1,1,0.9403725913014054,White,Not Hispanic or Latino,Male
1,1,0.8777908591227307,White,Not Hispanic or Latino,Joint
0,0,0.11321703364899316,White,Hispanic or Latino,Male
1,1,0.5111967407982139,Asian,Not Hispanic or Latino,Male
1,1,0.8021151417456212,White,Not Hispanic or Latino,Male
0,0,0.2629006818837341,White,Hispanic or Latino,Female
1,1,0.6114333080378247,White,Hispanic or Latino,Female
1,1,0.6514068824129589,White,Hispanic or Latino,Male
1,1,0.6259116781956772,White,Not Hispanic or Latino,Male
1,1,0.9880978813530923,White,Not Hispanic or Latino,Joint
0,1,0.6552459276916236,White,Not Hispanic or Latino,Male
1,1,0.9269990648073626,White,Joint,Joint
0,1,0.9603993699800485,White,Joint,Sex Not Available
1,1,0.831507499595917,Asian,Not Hispanic or Latino,Male
0,1,0.7647024958800137,White,Not Hispanic or Latino,Joint
0,1,0.9437947870265805,White,Not Hispanic or Latino,Female
0,1,0.8867334079790881,White,Not Hispanic or Latino,Male
0,1,0.9258600275308081,White,Not Hispanic or Latino,Female
0,1,0.7752784443957682,White,Not Hispanic or Latino,Joint
0,1,0.9868903465792697,White,Not Hispanic or Latino,Joint
0,1,0.8139928128489751,White,Not Hispanic or Latino,Joint
0,1,0.6668826291266501,White,Not Hispanic or Latino,Female
0,1,0.9867605748169473,White,Not Hispanic or Latino,Joint
1,1,0.7444576751241886,White,Not Hispanic or Latino,Male
0,0,0.45732613304911324,White,Hispanic or Latino,Joint
0,1,0.7018012197299291,White,Not Hispanic or Latino,Male
0,1,0.8410355738307825,White,Not Hispanic or Latino,Joint
0,1,0.5667262957122079,White,Hispanic or Latino,Male
1,1,0.9205948413306284,Asian,Not Hispanic or Latino,Male
0,1,0.8847256487788195,White,Hispanic or Latino,Joint
0,1,0.6105212071720709,White,Not Hispanic or Latino,Joint
1,1,0.8397498162946301,White,Hispanic or Latino,Joint
1,1,0.9644387702350745,White,Not Hispanic or Latino,Joint
0,1,0.8997138126115142,White,Hispanic or Latino,Male
1,1,0.9541983801856494,White,Not Hispanic or Latino,Male
1,1,0.8019057318113919,White,Not Hispanic or Latino,Male
0,0,0.4434091333294657,Asian,Not Hispanic or Latino,Joint
1,1,0.8439792498812305,White,Not Hispanic or Latino,Joint
1,1,0.9424019455250869,White,Not Hispanic or Latino,Female
1,1,0.9433329664273179,White,Not Hispanic or Latino,Male
1,1,0.9605584903123745,White,Not Hispanic or Latino,Joint
1,1,0.9796671722337378,White,Not Hispanic or Latino,Joint
1,1,0.9676835586759736,White,Not Hispanic or Latino,Joint
0,1,0.506405971144026,White,Not Hispanic or Latino,Male
0,1,0.9717852832954605,White,Not Hispanic or Latino,Joint
1,1,0.9909051835875292,White,Not Hispanic or Latino,Joint
1,0,0.40354211617670666,White,Hispanic or Latino,Male
1,1,0.9091611009138474,White,Not Hispanic or Latino,Male
1,1,0.5911683572309575,White,Not Hispanic or Latino,Joint
0,1,0.8727143583078839,White,Hispanic or Latino,Male
1,1,0.9603703797739463,White,Joint,Joint
1,1,0.7877510807274488,White,Hispanic or Latino,Male
1,1,0.9178716156406684,White,Not Hispanic or Latino,Female
0,1,0.8515884035054087,White,Hispanic or Latino,Male
1,1,0.9795755942668777,White,Not Hispanic or Latino,Joint
1,1,0.9515175231235905,White,Not Hispanic or Latino,Female
1,1,0.9761288908306461,White,Not Hispanic or Latino,Joint
1,1,0.9905829940071478,White,Not Hispanic or Latino,Female
0,1,0.8467031797257405,White,Not Hispanic or Latino,Joint
1,1,0.9691550869981961,White,Not Hispanic or Latino,Female
1,1,0.9103761636331973,White,Not Hispanic or Latino,Female
1,1,0.8185264674775845,White,Not Hispanic or Latino,Male
0,1,0.9641816132422084,White,Not Hispanic or Latino,Joint
1,1,0.8418955081430355,American Indian or Alaska Native,Joint,Joint
1,1,0.9184304691457422,White,Not Hispanic or Latino,Joint
1,1,0.8744840972216805,White,Not Hispanic or Latino,Joint
1,1,0.8420008742573175,White,Not Hispanic or Latino,Female
1,1,0.9114208270806766,White,Not Hispanic or Latino,Male
1,1,0.9676759761722566,White,Not Hispanic or Latino,Joint
1,1,0.9217584319818755,White,Not Hispanic or Latino,Female
0,1,0.8823770919312235,White,Not Hispanic or Latino,Joint
1,1,0.8686413053720695,Black or African American,Not Hispanic or Latino,Joint
0,1,0.9928455562707285,White,Not Hispanic or Latino,Joint
0,1,0.6017310839670449,Black or African American,Ethnicity Not Available,Male
0,1,0.8968186173399461,White,Not Hispanic or Latino,Joint
0,1,0.7591098739308175,White,Not Hispanic or Latino,Male
1,1,0.93907218307642,White,Not Hispanic or Latino,Joint
1,1,0.8321684187251635,White,Not Hispanic or Latino,Joint
0,1,0.9365627159035197,White,Hispanic or Latino,Female
1,1,0.8384122488068173,White,Hispanic or Latino,Joint
1,1,0.9705154197742183,White,Not Hispanic or Latino,Joint
1,1,0.9741895225346652,Asian,Not Hispanic or Latino,Female
1,1,0.6255279163415957,White,Not Hispanic or Latino,Female
1,1,0.9365389620625848,White,Not Hispanic or Latino,Joint
0,1,0.9090690365806003,American Indian or Alaska Native,Hispanic or Latino,Male
1,1,0.9116093634399673,Asian,Not Hispanic or Latino,Joint
1,1,0.9510079388891984,White,Not Hispanic or Latino,Male
1,1,0.9356399940630471,White,Not Hispanic or Latino,Female
0,1,0.6010080692955917,White,Hispanic or Latino,Female
1,1,0.9807968526281463,White,Not Hispanic or Latino,Joint
1,1,0.9480083132808399,White,Not Hispanic or Latino,Male
1,1,0.9433642090528123,Asian,Not Hispanic or Latino,Joint
0,1,0.7211967755529352,White,Not Hispanic or Latino,Female
1,1,0.9602350409758398,White,Not Hispanic or Latino,Joint
1,1,0.9850707553551454,Asian,Not Hispanic or Latino,Joint
0,1,0.9043791582118323,White,Not Hispanic or Latino,Joint
1,1,0.9506859051172437,White,Ethnicity Not Available,Male
1,1,0.7769404645855208,Asian,Ethnicity Not Available,Male
0,1,0.9098570199352162,White,Not Hispanic or Latino,Joint
0,0,0.3815587382235951,White,Not Hispanic or Latino,Male
1,1,0.9055013912807724,White,Not Hispanic or Latino,Female
1,1,0.8787448567645169,White,Not Hispanic or Latino,Joint
0,1,0.7558019642520001,White,Not Hispanic or Latino,Male
1,1,0.7969695952938919,Black or African American,Not Hispanic or Latino,Male
1,1,0.9658965464826773,White,Joint,Female
1,1,0.8887116461317898,White,Not Hispanic or Latino,Female
1,1,0.9748191312439859,White,Not Hispanic or Latino,Joint
1,1,0.8348438707991233,White,Not Hispanic or Latino,Male
0,0,0.3486196752869536,White,Not Hispanic or Latino,Joint
0,0,0.41891671773859396,American Indian or Alaska Native,Ethnicity Not Available,Male
0,0,0.3404060784386768,White,Not Hispanic or Latino,Male
1,1,0.7068369658433982,White,Not Hispanic or Latino,Female
0,1,0.6940794003877004,Black or African American,Not Hispanic or Latino,Joint
1,1,0.963736967455209,White,Not Hispanic or Latino,Joint
1,1,0.7364914236401637,White,Not Hispanic or Latino,Joint
1,1,0.6067551389326576,White,Not Hispanic or Latino,Female
1,1,0.877686872990743,White,Joint,Joint
1,1,0.8986827113644255,Asian,Not Hispanic or Latino,Male
0,0,0.2386447268861237,White,Not Hispanic or Latino,Male
0,1,0.7306237561654813,Asian,Not Hispanic or Latino,Female
1,1,0.7641179329139964,White,Not Hispanic or Latino,Joint
0,0,0.4015635489407291,Asian,Not Hispanic or Latino,Male
1,1,0.9526113496121481,Asian,Not Hispanic or Latino,Male
1,1,0.8403550785230601,White,Not Hispanic or Latino,Female
0,1,0.916405244064778,White,Joint,Joint
1,1,0.667453090346606,White,Not Hispanic or Latino,Joint
1,1,0.9578785051110706,White,Not Hispanic or Latino,Female
1,1,0.9100560778746517,White,Not Hispanic or Latino,Female
1,1,0.8375384876666182,White,Not Hispanic or Latino,Male
0,1,0.8295933472276974,White,Not Hispanic or Latino,Male
1,1,0.7936726015522304,White,Not Hispanic or Latino,Male
1,1,0.7341049614606721,White,Not Hispanic or Latino,Joint
1,1,0.9159504315367841,White,Not Hispanic or Latino,Female
1,1,0.8790112968224013,Asian,Not Hispanic or Latino,Joint
0,0,0.4478046009406303,White,Not Hispanic or Latino,Joint
1,1,0.8531781779107169,White,Not Hispanic or Latino,Male
1,1,0.6804604268619052,White,Not Hispanic or Latino,Joint
1,0,0.39829840914601755,White,Not Hispanic or Latino,Female
1,1,0.82236622652695,White,Not Hispanic or Latino,Male
1,1,0.6322602651011019,White,Not Hispanic or Latino,Female
1,1,0.9518588072301502,White,Not Hispanic or Latino,Male
0,1,0.537502389235405,White,Not Hispanic or Latino,Male
1,1,0.760267073739121,White,Not Hispanic or Latino,Male
1,1,0.9229442246992963,White,Not Hispanic or Latino,Joint
0,1,0.9450112371570474,White,Not Hispanic or Latino,Joint
0,0,0.4042728469011034,White,Not Hispanic or Latino,Male
0,0,0.26844525749315945,White,Not Hispanic or Latino,Male
1,1,0.8678216201992263,Asian,Not Hispanic or Latino,Female
1,1,0.9824094123322705,Asian,Not Hispanic or Latino,Male
1,0,0.4066806846304639,White,Not Hispanic or Latino,Male
1,1,0.9090448227536755,White,Not Hispanic or Latino,Joint
1,1,0.9477008040026318,White,Not Hispanic or Latino,Female
1,1,0.9035902963297706,Asian,Not Hispanic or Latino,Male
1,1,0.908685926696034,White,Hispanic or Latino,Joint
1,1,0.9911415281780562,White,Not Hispanic or Latino,Joint
1,1,0.9017754574908051,White,Not Hispanic or Latino,Joint
1,1,0.9475672513016343,White,Not Hispanic or Latino,Joint
1,1,0.9211712321283787,White,Not Hispanic or Latino,Joint
1,1,0.9448306724750039,White,Hispanic or Latino,Joint
1,1,0.9474541829196806,White,Not Hispanic or Latino,Male
1,1,0.985058472418521,White,Not Hispanic or Latino,Male
1,1,0.7445632914095618,White,Not Hispanic or Latino,Joint
1,1,0.7603278668677047,White,Hispanic or Latino,Joint
1,1,0.7504660653541538,American Indian or Alaska Native,Not Hispanic or Latino,Male
1,1,0.7304250709285531,White,Not Hispanic or Latino,Male
1,1,0.9438648575040057,White,Not Hispanic or Latino,Male
1,1,0.9587686479912079,White,Joint,Joint
1,1,0.7539632957308076,White,Ethnicity Not Available,Male
1,1,0.9277490662021702,White,Not Hispanic or Latino,Male
1,1,0.9640844428440645,White,Not Hispanic or Latino,Joint
1,1,0.9193624399974476,White,Not Hispanic or Latino,Female
1,1,0.9542090149460047,White,Not Hispanic or Latino,Female
1,1,0.9813999689995597,Asian,Not Hispanic or Latino,Male
1,1,0.9385698323432378,White,Not Hispanic or Latino,Female
1,1,0.8640058562460725,White,Not Hispanic or Latino,Male
1,1,0.8883958973431255,White,Not Hispanic or Latino,Male
1,1,0.8813455468064775,White,Not Hispanic or Latino,Male
1,1,0.937238643595809,White,Not Hispanic or Latino,Joint
1,1,0.9668327998529553,White,Not Hispanic or Latino,Male
1,1,0.894442469812187,White,Not Hispanic or Latino,Joint
1,1,0.9472748299471938,White,Not Hispanic or Latino,Joint
1,1,0.897951233196621,American Indian or Alaska Native,Not Hispanic or Latino,Male
1,1,0.9697234101034166,White,Not Hispanic or Latino,Male
1,1,0.9066288531813018,White,Not Hispanic or Latino,Joint
1,1,0.8884316891214453,White,Hispanic or Latino,Joint
1,1,0.9632927162673145,White,Not Hispanic or Latino,Female
1,1,0.8613651750482167,White,Not Hispanic or Latino,Female
1,1,0.8859144995816924,White,Not Hispanic or Latino,Female
1,0,0.49522221540770295,White,Hispanic or Latino,Joint
1,1,0.8059822137279111,White,Not Hispanic or Latino,Joint
1,0,0.33936414428168543,White,Not Hispanic or Latino,Joint
1,0,0.4819132969306319,White,Not Hispanic or Latino,Male
1,1,0.8588938606122242,White,Not Hispanic or Latino,Female
1,1,0.8096308249913893,White,Not Hispanic or Latino,Female
1,1,0.8228977360957822,White,Not Hispanic or Latino,Joint
1,1,0.9198626230617174,White,Not Hispanic or Latino,Female
1,1,0.9856107201239301,White,Not Hispanic or Latino,Joint
1,1,0.9349524301114808,White,Not Hispanic or Latino,Joint
1,1,0.9531510460936402,White,Not Hispanic or Latino,Female
1,1,0.9783949520840459,White,Not Hispanic or Latino,Joint
1,1,0.9910409870204745,White,Not Hispanic or Latino,Female
1,1,0.9028949619401794,White,Not Hispanic or Latino,Male
1,1,0.7470001773128,White,Hispanic or Latino,Joint
1,1,0.8118748082872458,Asian,Not Hispanic or Latino,Male
1,1,0.9108366090867352,Asian,Not Hispanic or Latino,Male
1,1,0.9634893284680258,White,Not Hispanic or Latino,Joint
1,1,0.7689089117334434,Black or African American,Not Hispanic or Latino,Male
1,0,0.4279869677372688,White,Hispanic or Latino,Female
1,1,0.7668785520683169,Asian,Not Hispanic or Latino,Male
0,0,0.4895600780168089,White,Not Hispanic or Latino,Male
1,0,0.2508070561661447,White,Not Hispanic or Latino,Male
1,1,0.9707761098318836,White,Not Hispanic or Latino,Joint
1,1,0.9215102643134421,Asian,Not Hispanic or Latino,Male
1,1,0.8209026130798409,White,Not Hispanic or Latino,Female
1,1,0.8031910176623159,White,Not Hispanic or Latino,Joint
1,1,0.9294037423055094,Black or African American,Not Hispanic or Latino,Joint
1,0,0.4788970301709819,White,Not Hispanic or Latino,Female
1,1,0.9914351611993008,White,Not Hispanic or Latino,Joint
1,1,0.7990524010442679,White,Not Hispanic or Latino,Joint
1,1,0.9424663460375969,White,Hispanic or Latino,Female
1,1,0.6480153824495336,White,Hispanic or Latino,Male
1,1,0.5139498194772308,White,Joint,Joint
1,1,0.9625087013736991,Asian,Not Hispanic or Latino,Male
1,1,0.9384258846177248,White,Not Hispanic or Latino,Joint
1,1,0.9271513374190339,Asian,Not Hispanic or Latino,Joint
1,1,0.9692982456830395,White,Not Hispanic or Latino,Joint
1,1,0.8849804724252991,White,Not Hispanic or Latino,Female
1,1,0.9413731998995882,White,Not Hispanic or Latino,Male
1,1,0.8396944860160797,White,Not Hispanic or Latino,Male
1,1,0.9319249304936971,White,Not Hispanic or Latino,Male
1,1,0.9416896585330001,White,Hispanic or Latino,Joint
1,1,0.9550689441852691,White,Not Hispanic or Latino,Joint
1,1,0.889149854387458,White,Not Hispanic or Latino,Joint
1,1,0.8196194502491766,White,Not Hispanic or Latino,Joint
1,1,0.9069263937227033,White,Not Hispanic or Latino,Male
1,1,0.9730761928536522,White,Not Hispanic or Latino,Male
1,1,0.8303971398193853,White,Not Hispanic or Latino,Male
1,1,0.9816403171661051,Asian,Not Hispanic or Latino,Joint
1,1,0.8945220903680579,Black or African American,Not Hispanic or Latino,Joint
1,1,0.9493234735323397,White,Not Hispanic or Latino,Joint
1,1,0.862213809616832,White,Not Hispanic or Latino,Male
1,1,0.9095529119753488,White,Not Hispanic or Latino,Male
1,1,0.9766412400276953,White,Not Hispanic or Latino,Joint
1,1,0.7999039879035965,White,Joint,Joint
1,1,0.9498063932564672,White,Not Hispanic or Latino,Joint
1,1,0.9582238432599615,White,Not Hispanic or Latino,Male
1,1,0.9091978006390393,White,Hispanic or Latino,Female
1,1,0.8894643545337111,White,Ethnicity Not Available,Male
1,1,0.9244856553008589,White,Joint,Joint
1,1,0.9824129685424932,White,Not Hispanic or Latino,Male
1,1,0.9883115797871126,White,Not Hispanic or Latino,Joint
1,0,0.4209343458590433,White,Hispanic or Latino,Female
1,1,0.9706765381222442,White,Not Hispanic or Latino,Joint
1,1,0.9776066238508175,White,Not Hispanic or Latino,Joint
1,1,0.814716579809549,White,Not Hispanic or Latino,Male
1,1,0.9110030130991205,White,Not Hispanic or Latino,Female
1,1,0.8951434851110937,White,Not Hispanic or Latino,Male
1,1,0.9662798847673333,White,Not Hispanic or Latino,Joint
1,1,0.9553830798351953,White,Not Hispanic or Latino,Joint
1,1,0.9069828610386502,White,Hispanic or Latino,Male
1,1,0.9525764825205534,White,Joint,Joint
1,1,0.9325561018317315,White,Not Hispanic or Latino,Joint
1,1,0.931602668738638,White,Not Hispanic or Latino,Joint
1,1,0.7173685259505413,White,Not Hispanic or Latino,Joint
1,1,0.9366776422408779,White,Not Hispanic or Latino,Joint
1,1,0.7620571224359619,White,Hispanic or Latino,Joint
1,1,0.8960865922958982,White,Hispanic or Latino,Male
1,1,0.9683895682413663,White,Not Hispanic or Latino,Joint
1,1,0.8617703720109725,White,Not Hispanic or Latino,Female
1,1,0.6588197137099228,White,Not Hispanic or Latino,Joint
1,1,0.9698691405676739,White,Not Hispanic or Latino,Male
1,1,0.9492272588374939,Asian,Not Hispanic or Latino,Female
1,1,0.9759549033723262,White,Not Hispanic or Latino,Joint
1,1,0.9837801502956374,White,Not Hispanic or Latino,Male
1,1,0.8202008677656158,White,Not Hispanic or Latino,Male
1,1,0.7934941104660872,White,Not Hispanic or Latino,Joint
1,1,0.9708314290565236,White,Not Hispanic or Latino,Joint
0,1,0.5930768569837336,White,Not Hispanic or Latino,Male
1,1,0.8265923402655935,White,Not Hispanic or Latino,Joint
1,1,0.9215740773115262,White,Not Hispanic or Latino,Female
1,1,0.8967535379804326,White,Not Hispanic or Latino,Female
1,1,0.7417275745786136,White,Not Hispanic or Latino,Female
1,1,0.9200466866058424,White,Not Hispanic or Latino,Male
1,1,0.9674876381786999,White,Not Hispanic or Latino,Female
1,1,0.6930839981128399,White,Joint,Joint
1,1,0.950145395880811,White,Not Hispanic or Latino,Female
1,1,0.9134747382208682,White,Not Hispanic or Latino,Male
1,1,0.949107094905032,White,Not Hispanic or Latino,Joint
1,1,0.800730153823628,White,Not Hispanic or Latino,Female
1,1,0.8346349876317988,White,Not Hispanic or Latino,Joint
1,1,0.9296178653644673,White,Not Hispanic or Latino,Female
1,1,0.7901399376737646,White,Not Hispanic or Latino,Joint
1,1,0.9481319998992732,White,Not Hispanic or Latino,Male
1,1,0.9766453875832637,White,Not Hispanic or Latino,Joint
1,1,0.9746720824598765,White,Not Hispanic or Latino,Joint
1,1,0.7835775606897668,White,Not Hispanic or Latino,Male
1,1,0.8409689516415269,White,Not Hispanic or Latino,Joint
1,1,0.6419994477912605,White,Not Hispanic or Latino,Male
1,1,0.9479268054280323,White,Not Hispanic or Latino,Joint
1,1,0.9645602562623721,White,Not Hispanic or Latino,Joint
1,1,0.9786402692872562,White,Not Hispanic or Latino,Joint
1,1,0.9210731219717868,White,Not Hispanic or Latino,Joint
1,1,0.802080943578132,White,Joint,Joint
1,1,0.9783818837774014,White,Not Hispanic or Latino,Joint
1,1,0.916500025527594,White,Joint,Joint
1,1,0.8366358140163613,Black or African American,Not Hispanic or Latino,Joint
1,1,0.7616915329294942,White,Not Hispanic or Latino,Joint
1,1,0.8176189135030623,White,Not Hispanic or Latino,Joint
1,1,0.9616850929346508,White,Not Hispanic or Latino,Joint
1,1,0.9793384610966722,White,Not Hispanic or Latino,Joint
1,1,0.9812952639557599,White,Not Hispanic or Latino,Joint
1,1,0.8184673521013566,Black or African American,Hispanic or Latino,Male
1,1,0.941079903509848,White,Not Hispanic or Latino,Joint
1,1,0.8378900411710448,Asian,Hispanic or Latino,Joint
1,1,0.9297289219849297,White,Not Hispanic or Latino,Joint
1,1,0.9432316018689157,White,Not Hispanic or Latino,Female
1,1,0.6961909795592064,White,Not Hispanic or Latino,Joint
1,1,0.9222501392570277,White,Not Hispanic or Latino,Joint
1,1,0.9022972047897057,White,Not Hispanic or Latino,Female
1,1,0.8504084422456534,White,Not Hispanic or Latino,Joint
1,1,0.5411321803118634,White,Not Hispanic or Latino,Female
1,1,0.9672666260468751,White,Not Hispanic or Latino,Male
1,1,0.9260147513607172,White,Not Hispanic or Latino,Joint
1,1,0.8009757508417815,White,Not Hispanic or Latino,Female
1,1,0.5769174596556641,White,Not Hispanic or Latino,Joint
1,1,0.9586307371219631,White,Hispanic or Latino,Joint
1,1,0.9616367517707813,White,Not Hispanic or Latino,Joint
1,0,0.4971469533910215,White,Hispanic or Latino,Female
1,1,0.8807157124806136,White,Not Hispanic or Latino,Male
1,1,0.9060706407085568,White,Not Hispanic or Latino,Female
1,1,0.8812133188101444,White,Not Hispanic or Latino,Joint
1,1,0.9689312580510452,White,Not Hispanic or Latino,Joint
1,1,0.8978331803451923,White,Not Hispanic or Latino,Joint
1,1,0.9294265253201525,White,Not Hispanic or Latino,Joint
1,1,0.837892028155012,Asian,Hispanic or Latino,Joint
1,1,0.8079040773068089,White,Not Hispanic or Latino,Joint
1,1,0.9603226518781851,White,Not Hispanic or Latino,Female
1,1,0.9837688821936437,White,Not Hispanic or Latino,Joint
1,1,0.9696097958201694,White,Not Hispanic or Latino,Male
1,1,0.9850713135005946,White,Not Hispanic or Latino,Joint
1,1,0.9503229448640739,White,Joint,Joint
1,1,0.9451458084937906,White,Not Hispanic or Latino,Male
1,1,0.9834976948014733,White,Not Hispanic or Latino,Female
1,1,0.8997802750846255,White,Hispanic or Latino,Male
1,1,0.9432914799257247,White,Not Hispanic or Latino,Female
1,1,0.8703727523207502,White,Not Hispanic or Latino,Male
1,1,0.9599972984226629,White,Not Hispanic or Latino,Joint
1,1,0.9182673113170009,White,Not Hispanic or Latino,Male
1,1,0.9853993853438762,White,Not Hispanic or Latino,Joint
1,1,0.9504085674063252,White,Not Hispanic or Latino,Joint
1,1,0.8868940933978614,White,Not Hispanic or Latino,Male
1,1,0.9450788471710332,White,Not Hispanic or Latino,Joint
0,1,0.9783130883115345,White,Not Hispanic or Latino,Male
1,1,0.9379398391516542,White,Not Hispanic or Latino,Joint
1,1,0.8541948001176942,White,Not Hispanic or Latino,Joint
1,1,0.893716627438241,Asian,Not Hispanic or Latino,Male
1,1,0.8116379110484443,Asian,Not Hispanic or Latino,Male
1,1,0.9491269697600797,Asian,Not Hispanic or Latino,Joint
1,1,0.8968595309191865,Asian,Not Hispanic or Latino,Male
1,1,0.9348242990597554,Asian,Not Hispanic or Latino,Female
1,1,0.9322481697372074,Asian,Not Hispanic or Latino,Female
1,1,0.943120745182255,Asian,Not Hispanic or Latino,Female
1,1,0.93559216797171,Asian,Not Hispanic or Latino,Male
1,1,0.9230047036372764,Asian,Not Hispanic or Latino,Male
1,1,0.9412828334122569,Asian,Ethnicity Not Available,Male
0,1,0.8512344090996636,Asian,Not Hispanic or Latino,Joint
1,1,0.955139443246224,Asian,Not Hispanic or Latino,Joint
1,1,0.9154407661147481,Asian,Not Hispanic or Latino,Male
1,1,0.8719264897352974,Asian,Not Hispanic or Latino,Female
1,1,0.9280147301766162,Asian,Not Hispanic or Latino,Male
0,1,0.772310892174776,Asian,Not Hispanic or Latino,Joint
1,1,0.902582946013609,Asian,Not Hispanic or Latino,Joint
1,1,0.5261071520449152,Asian,Not Hispanic or Latino,Joint
1,1,0.916936701996235,Asian,Not Hispanic or Latino,Joint
1,1,0.7993728645689466,Asian,Not Hispanic or Latino,Joint
1,1,0.9582528016612473,Asian,Not Hispanic or Latino,Female
1,1,0.8964600485097625,Asian,Not Hispanic or Latino,Male
1,1,0.9378167328368663,Asian,Not Hispanic or Latino,Male
1,1,0.7628774024679684,Asian,Not Hispanic or Latino,Female
1,1,0.6356321740946969,Asian,Ethnicity Not Available,Male
0,1,0.9400886972371042,Asian,Not Hispanic or Latino,Male
1,1,0.744331181215333,Asian,Not Hispanic or Latino,Female
0,1,0.9566116621640625,Asian,Not Hispanic or Latino,Joint
0,0,0.23969015893004372,Asian,Not Hispanic or Latino,Male
1,1,0.9608515205198475,White,Not Hispanic or Latino,Joint
0,0,0.22997258687578664,White,Not Hispanic or Latino,Male
0,0,0.2233345750236648,White,Not Hispanic or Latino,Male
0,1,0.8166750260389151,White,Not Hispanic or Latino,Joint
0,0,0.26025770043986296,White,Not Hispanic or Latino,Male
0,0,0.496291303048411,White,Not Hispanic or Latino,Female
0,1,0.7424087529610319,White,Not Hispanic or Latino,Joint
1,1,0.9559194581270021,White,Not Hispanic or Latino,Male
0,1,0.7724327098144612,White,Not Hispanic or Latino,Male
0,0,0.16076000375631175,White,Not Hispanic or Latino,Female
0,1,0.8920319040437458,White,Not Hispanic or Latino,Male
0,1,0.5619970560039866,White,Not Hispanic or Latino,Male
0,0,0.2591423888362434,White,Not Hispanic or Latino,Male
0,0,0.2703613930681903,White,Joint,Joint
0,0,0.2402626242631751,White,Not Hispanic or Latino,Joint
0,0,0.2888659766316778,White,Hispanic or Latino,Female
0,1,0.9595235933124071,White,Not Hispanic or Latino,Joint
0,1,0.6897620260693272,White,Not Hispanic or Latino,Male
0,0,0.47163741666477704,White,Not Hispanic or Latino,Joint
0,0,0.19301354441077367,White,Not Hispanic or Latino,Male
0,1,0.7779274510556835,White,Not Hispanic or Latino,Male
0,1,0.74261849236561,White,Not Hispanic or Latino,Female
0,0,0.18431969499359274,White,Not Hispanic or Latino,Female
0,0,0.12591666509236113,White,Not Hispanic or Latino,Male
0,0,0.4059459496141274,White,Not Hispanic or Latino,Male
0,0,0.33269318707455653,White,Not Hispanic or Latino,Male
0,0,0.33602426751937764,White,Not Hispanic or Latino,Male
0,1,0.8463480161465667,White,Not Hispanic or Latino,Female
0,1,0.6737722490563826,White,Not Hispanic or Latino,Joint
0,0,0.27741817951566417,White,Joint,Joint
0,0,0.46289762204421225,White,Not Hispanic or Latino,Male
0,1,0.7206846464389427,White,Not Hispanic or Latino,Male
0,0,0.42634304231019776,White,Not Hispanic or Latino,Joint
0,0,0.434535011866679,White,Not Hispanic or Latino,Joint
0,1,0.8154389494802514,White,Not Hispanic or Latino,Joint
0,0,0.2513077983063571,White,Not Hispanic or Latino,Female
0,0,0.3112031362034704,White,Not Hispanic or Latino,Joint
0,0,0.17337967910195945,White,Hispanic or Latino,Male
0,1,0.7903874167446908,White,Hispanic or Latino,Female
0,0,0.11523002588546435,White,Not Hispanic or Latino,Male
0,1,0.9439568259412272,White,Not Hispanic or Latino,Joint
0,0,0.2641438104344914,White,Hispanic or Latino,Male
0,1,0.7203595053868236,White,Joint,Female
0,0,0.49431007066029636,White,Not Hispanic or Latino,Joint
0,0,0.1282739799241793,White,Not Hispanic or Latino,Male
0,1,0.8586534885194278,White,Not Hispanic or Latino,Female
0,0,0.29592848967401436,White,Not Hispanic or Latino,Male
0,0,0.3148705093691803,White,Not Hispanic or Latino,Joint
0,0,0.3636018217753981,White,Not Hispanic or Latino,Female
0,0,0.16776462141368628,White,Hispanic or Latino,Male
0,1,0.5555273036686256,Black or African American,Not Hispanic or Latino,Female
0,1,0.7158763543766973,White,Not Hispanic or Latino,Joint
0,0,0.18557636446517728,White,Not Hispanic or Latino,Male
0,1,0.6727501038126624,White,Not Hispanic or Latino,Female
0,1,0.6484271032250005,White,Not Hispanic or Latino,Joint
0,0,0.41684302490518477,White,Hispanic or Latino,Joint
0,1,0.6731217570322564,White,Not Hispanic or Latino,Joint
0,0,0.2704083296164115,White,Not Hispanic or Latino,Female
0,0,0.40982819128426806,White,Not Hispanic or Latino,Joint
0,0,0.16551463236314293,White,Not Hispanic or Latino,Male
0,0,0.43902177910881507,White,Not Hispanic or Latino,Joint
0,1,0.9334231506246936,White,Not Hispanic or Latino,Joint
1,1,0.8843272091467117,White,Not Hispanic or Latino,Joint
0,0,0.44974240891679895,White,Hispanic or Latino,Female
1,1,0.7941570524927319,White,Not Hispanic or Latino,Joint
0,1,0.8939474744560499,White,Not Hispanic or Latino,Joint
0,0,0.22595806724998038,White,Not Hispanic or Latino,Female
0,0,0.30260985370159266,White,Not Hispanic or Latino,Joint
1,1,0.9544855005644709,White,Not Hispanic or Latino,Male
0,1,0.6856105634236332,White,Not Hispanic or Latino,Female
0,1,0.652795371741096,White,Not Hispanic or Latino,Male
1,1,0.6772659184053209,White,Not Hispanic or Latino,Male
1,1,0.9143575395518896,White,Not Hispanic or Latino,Joint
